Data	Diária Do dia	Diária No ano	Acumulada Mês	Acumulada Ano	Acumulada  30 dias	Acumulada  12 meses	Acumulada Diária
08/05/2023	0,050788	13,65	0,2542	4,4634	0,9694	13,4133	117,4074493
09/05/2023	0,050788	13,65	0,3051	4,5165	1,0207	13,4173	117,4670782
10/05/2023	0,050788	13,65	0,3561	4,5695	1,0207	13,4213	117,5267374
11/05/2023	0,050788	13,65	0,407	4,6226	1,0207	13,4253	117,5864269
12/05/2023	0,050788	13,65	0,458	4,6758	1,0207	13,4292	117,6461467
15/05/2023	0,050788	13,65	0,509	4,7289	0,9694	13,4332	117,7058968
16/05/2023	0,050788	13,65	0,5601	4,7821	1,0207	13,4372	117,7656773
17/05/2023	0,050788	13,65	0,6112	4,8354	1,0207	13,4412	117,8254881
18/05/2023	0,050788	13,65	0,6623	4,8886	1,0207	13,4452	117,8853293
19/05/2023	0,050788	13,65	0,7134	4,9419	1,0207	13,4491	117,9452009
22/05/2023	0,050788	13,65	0,7645	4,9952	1,0207	13,4531	118,0051029
23/05/2023	0,050788	13,65	0,8157	5,0485	1,072	13,4571	118,0650354
24/05/2023	0,050788	13,65	0,8669	5,1018	1,072	13,4611	118,1249982
25/05/2023	0,050788	13,65	0,9181	5,1552	1,072	13,465	118,1849916
26/05/2023	0,050788	13,65	0,9694	5,2086	1,072	13,469	118,2450154
29/05/2023	0,050788	13,65	1,0207	5,2621	1,0207	13,473	118,3050696
30/05/2023	0,050788	13,65	1,072	5,3155	1,072	13,477	118,3651544
31/05/2023	0,050788	13,65	1,1233	5,369	1,1233	13,481	118,4252697
01/06/2023	0,050788	13,65	0,0508	5,4225	1,1747	13,4849	118,4854155
02/06/2023	0,050788	13,65	0,1016	5,4761	1,1747	13,4889	118,5455919
05/06/2023	0,050788	13,65	0,1524	5,5296	1,072	13,4929	118,6057988
06/06/2023	0,050788	13,65	0,2033	5,5832	1,1233	13,4969	118,6660364
07/06/2023	0,050788	13,65	0,2542	5,6369	1,1747	13,5009	118,7263045
09/06/2023	0,050788	13,65	0,3051	5,6905	1,1233	13,4512	118,7866032
12/06/2023	0,050788	13,65	0,3561	5,7442	1,0207	13,4552	118,8469325
13/06/2023	0,050788	13,65	0,407	5,7979	1,072	13,4592	118,9072925
14/06/2023	0,050788	13,65	0,458	5,8516	1,1233	13,4631	118,9676831
15/06/2023	0,050788	13,65	0,509	5,9054	1,1233	13,4671	119,0281044
16/06/2023	0,050788	13,65	0,5601	5,9592	1,1233	13,5248	119,0885564
19/06/2023	0,050788	13,65	0,6112	6,013	1,0207	13,5267	119,1490391
20/06/2023	0,050788	13,65	0,6623	6,0668	1,072	13,5287	119,2095525
21/06/2023	0,050788	13,65	0,7134	6,1207	1,1233	13,5307	119,2700967
22/06/2023	0,050788	13,65	0,7645	6,1746	1,1233	13,5327	119,3306716
23/06/2023	0,050788	13,65	0,8157	6,2285	1,1233	13,5347	119,3912773
26/06/2023	0,050788	13,65	0,8669	6,2825	1,0207	13,5367	119,4519137
27/06/2023	0,050788	13,65	0,9181	6,3364	1,072	13,5387	119,5125809
28/06/2023	0,050788	13,65	0,9694	6,3905	1,1233	13,5406	119,573279
29/06/2023	0,050788	13,65	1,0207	6,4445	1,1233	13,5426	119,6340079
30/06/2023	0,050788	13,65	1,072	6,4985	1,1233	13,5446	119,6947676
03/07/2023	0,050788	13,65	0,0508	6,5526	1,0207	13,5466	119,7555582
04/07/2023	0,050788	13,65	0,1016	6,6068	1,072	13,5486	119,8163796
05/07/2023	0,050788	13,65	0,1524	6,6609	1,072	13,5506	119,877232
06/07/2023	0,050788	13,65	0,2033	6,7151	1,072	13,5526	119,9381152
07/07/2023	0,050788	13,65	0,2542	6,7693	1,072	13,5546	119,9990294
10/07/2023	0,050788	13,65	0,3051	6,8235	1,072	13,5565	120,0599745
11/07/2023	0,050788	13,65	0,3561	6,8777	1,1233	13,5585	120,1209505
12/07/2023	0,050788	13,65	0,407	6,932	1,1233	13,5605	120,1819576
13/07/2023	0,050788	13,65	0,458	6,9863	1,1233	13,5625	120,2429956
14/07/2023	0,050788	13,65	0,509	7,0407	1,1233	13,5645	120,3040646
17/07/2023	0,050788	13,65	0,5601	7,095	1,072	13,5665	120,3651646
18/07/2023	0,050788	13,65	0,6112	7,1494	1,1233	13,5685	120,4262957
19/07/2023	0,050788	13,65	0,6623	7,2038	1,1233	13,5704	120,4874578
20/07/2023	0,050788	13,65	0,7134	7,2583	1,1233	13,5724	120,548651
21/07/2023	0,050788	13,65	0,7645	7,3128	1,1233	13,5744	120,6098752
24/07/2023	0,050788	13,65	0,8157	7,3673	1,072	13,5764	120,6711305
25/07/2023	0,050788	13,65	0,8669	7,4218	1,1233	13,5784	120,732417
26/07/2023	0,050788	13,65	0,9181	7,4764	1,1233	13,5804	120,7937346
27/07/2023	0,050788	13,65	0,9694	7,5309	1,1233	13,5824	120,8550833
28/07/2023	0,050788	13,65	1,0207	7,5856	1,1233	13,5844	120,9164632
31/07/2023	0,050788	13,65	1,072	7,6402	1,072	13,5863	120,9778742
01/08/2023	0,050788	13,65	0,0508	7,6949	1,1233	13,5883	121,0393165
02/08/2023	0,050788	13,65	0,1016	7,7496	1,1747	13,5903	121,1007899
03/08/2023	0,049037	13,15	0,1507	7,8024	1,1729	13,5903	121,1601741
04/08/2023	0,049037	13,15	0,1998	7,8553	1,1711	13,5883	121,2195874
07/08/2023	0,049037	13,15	0,2489	7,9082	1,0667	13,5863	121,2790299
08/08/2023	0,049037	13,15	0,2981	7,9611	1,1162	13,5844	121,3385015
09/08/2023	0,049037	13,15	0,3473	8,014	1,1658	13,5824	121,3980022
10/08/2023	0,049037	13,15	0,3965	8,067	1,1641	13,5804	121,4575322
11/08/2023	0,049037	13,15	0,4457	8,12	1,1623	13,5784	121,5170913
14/08/2023	0,049037	13,15	0,495	8,173	1,0578	13,5764	121,5766796
15/08/2023	0,049037	13,15	0,5443	8,226	1,1074	13,5744	121,6362972
16/08/2023	0,049037	13,15	0,5936	8,2791	1,157	13,5724	121,695944
17/08/2023	0,049037	13,15	0,6429	8,3322	1,1552	13,5704	121,75562
18/08/2023	0,049037	13,15	0,6922	8,3853	1,1534	13,5685	121,8153253
21/08/2023	0,049037	13,15	0,7416	8,4385	1,049	13,5665	121,8750599
22/08/2023	0,049037	13,15	0,791	8,4917	1,0985	13,5645	121,9348238
23/08/2023	0,049037	13,15	0,8404	8,5449	1,1481	13,5625	121,994617
24/08/2023	0,049037	13,15	0,8899	8,5981	1,1464	13,5605	122,0544395
25/08/2023	0,049037	13,15	0,9394	8,6513	1,1446	13,5585	122,1142913
28/08/2023	0,049037	13,15	0,9889	8,7046	1,0402	13,5565	122,1741725
29/08/2023	0,049037	13,15	1,0384	8,7579	1,0897	13,5546	122,234083
30/08/2023	0,049037	13,15	1,0879	8,8113	1,1393	13,5526	122,294023
31/08/2023	0,049037	13,15	1,1375	8,8646	1,1375	13,5506	122,3539923
01/09/2023	0,049037	13,15	0,049	8,918	1,1357	13,5486	122,413991
04/09/2023	0,049037	13,15	0,0981	8,9714	1,0349	13,5466	122,4740192
05/09/2023	0,049037	13,15	0,1472	9,0248	1,0844	13,5446	122,5340768
06/09/2023	0,049037	13,15	0,1963	9,0783	1,134	13,5426	122,5941638
08/09/2023	0,049037	13,15	0,2454	9,1318	1,0844	13,5406	122,6542803
11/09/2023	0,049037	13,15	0,2946	9,1853	0,9853	13,5387	122,7144263
12/09/2023	0,049037	13,15	0,3438	9,2389	1,0349	13,5367	122,7746017
13/09/2023	0,049037	13,15	0,393	9,2924	1,0844	13,5347	122,8348067
14/09/2023	0,049037	13,15	0,4422	9,346	1,0844	13,5327	122,8950412
15/09/2023	0,049037	13,15	0,4915	9,3996	1,0844	13,5307	122,9553053
18/09/2023	0,049037	13,15	0,5407	9,4533	0,9853	13,5287	123,0155989
19/09/2023	0,049037	13,15	0,59	9,507	1,0349	13,5267	123,075922
20/09/2023	0,049037	13,15	0,6394	9,5607	1,0844	13,5248	123,1362748
21/09/2023	0,047279	12,65	0,6869	9,6125	1,0826	13,5208	123,1944924
22/09/2023	0,047279	12,65	0,7346	9,6643	1,0808	13,5168	123,2527375
25/09/2023	0,047279	12,65	0,7822	9,7161	0,98	13,5128	123,3110101
26/09/2023	0,047279	12,65	0,8298	9,768	1,0278	13,5088	123,3693104
27/09/2023	0,047279	12,65	0,8775	9,8199	1,0755	13,5048	123,4276381
28/09/2023	0,047279	12,65	0,9252	9,8718	1,0737	13,5009	123,4859935
29/09/2023	0,047279	12,65	0,9729	9,9238	1,072	13,4969	123,5443764
02/10/2023	0,047279	12,65	0,0473	9,9757	0,9711	13,4929	123,602787
03/10/2023	0,047279	12,65	0,0946	10,0277	1,0189	13,4889	123,6612251
04/10/2023	0,047279	12,65	0,1419	10,0798	1,0171	13,4849	123,7196909
05/10/2023	0,047279	12,65	0,1893	10,1318	1,0153	13,481	123,7781844
06/10/2023	0,047279	12,65	0,2366	10,1839	1,0135	13,477	123,8367054
09/10/2023	0,047279	12,65	0,284	10,236	1,0118	13,473	123,8952542
10/10/2023	0,047279	12,65	0,3314	10,2881	1,0595	13,469	123,9538306
11/10/2023	0,047279	12,65	0,3789	10,3402	1,0578	13,465	124,0124348
13/10/2023	0,047279	12,65	0,4263	10,3924	1,0064	13,4611	124,0710666
16/10/2023	0,047279	12,65	0,4738	10,4446	0,9552	13,4571	124,1297262
17/10/2023	0,047279	12,65	0,5213	10,4968	1,0029	13,4531	124,1884135
18/10/2023	0,047279	12,65	0,5688	10,549	1,0011	13,4491	124,2471285
19/10/2023	0,047279	12,65	0,6164	10,6013	0,9993	13,4452	124,3058713
20/10/2023	0,047279	12,65	0,6639	10,6536	0,9976	13,4412	124,3646419
23/10/2023	0,047279	12,65	0,7115	10,7059	0,9498	13,4372	124,4234402
24/10/2023	0,047279	12,65	0,7592	10,7583	0,9976	13,4332	124,4822664
25/10/2023	0,047279	12,65	0,8068	10,8106	0,9976	13,4292	124,5411204
26/10/2023	0,047279	12,65	0,8545	10,863	0,9976	13,4253	124,6000022
27/10/2023	0,047279	12,65	0,9021	10,9154	0,9976	13,4213	124,6589118
30/10/2023	0,047279	12,65	0,9498	10,9679	0,9498	13,4173	124,7178493
31/10/2023	0,047279	12,65	0,9976	11,0203	0,9976	13,4133	124,7768146
01/11/2023	0,047279	12,65	0,0473	11,0728	1,0453	13,4094	124,8358079
03/11/2023	0,045513	12,15	0,0928	11,1234	0,9958	13,4034	124,8926244
06/11/2023	0,045513	12,15	0,1384	11,174	0,8986	13,3974	124,9494668
07/11/2023	0,045513	12,15	0,1839	11,2245	0,9445	13,3914	125,006335
08/11/2023	0,045513	12,15	0,2295	11,2752	0,9904	13,3854	125,0632291
09/11/2023	0,045513	12,15	0,2752	11,3258	0,9887	13,3795	125,1201492
10/11/2023	0,045513	12,15	0,3208	11,3765	0,9869	13,3735	125,1770951
13/11/2023	0,045513	12,15	0,3665	11,4272	0,9374	13,3675	125,234067
14/11/2023	0,045513	12,15	0,4121	11,4779	0,9833	13,3615	125,2910647
16/11/2023	0,045513	12,15	0,4578	11,5286	0,9815	13,3556	125,3480885
17/11/2023	0,045513	12,15	0,5036	11,5794	0,9797	13,3496	125,4051381
20/11/2023	0,045513	12,15	0,5493	11,6302	0,8825	13,3436	125,4622138
21/11/2023	0,045513	12,15	0,5951	11,681	0,9285	13,3376	125,5193154
22/11/2023	0,045513	12,15	0,6408	11,7318	0,9744	13,3316	125,576443
23/11/2023	0,045513	12,15	0,6867	11,7827	0,9726	13,3257	125,6335966
24/11/2023	0,045513	12,15	0,7325	11,8335	0,9708	13,3197	125,6907762
27/11/2023	0,045513	12,15	0,7783	11,8844	0,8736	13,3137	125,7479819
28/11/2023	0,045513	12,15	0,8242	11,9354	0,9196	13,3077	125,8052136
29/11/2023	0,045513	12,15	0,8701	11,9863	0,9655	13,3018	125,8624713
30/11/2023	0,045513	12,15	0,916	12,0373	0,9637	13,2958	125,9197551
01/12/2023	0,045513	12,15	0,0455	12,0883	0,9142	13,2898	125,9770649
04/12/2023	0,045513	12,15	0,091	12,1393	0,9142	13,2839	126,0344009
05/12/2023	0,045513	12,15	0,1366	12,1903	0,9601	13,2779	126,0917629
06/12/2023	0,045513	12,15	0,1822	12,2414	0,9601	13,2719	126,149151
07/12/2023	0,045513	12,15	0,2278	12,2925	0,9601	13,2659	126,2065653
08/12/2023	0,045513	12,15	0,2734	12,3436	0,9601	13,26	126,2640057
11/12/2023	0,045513	12,15	0,319	12,3947	0,9142	13,254	126,3214722
12/12/2023	0,045513	12,15	0,3647	12,4459	0,9601	13,248	126,3789649
13/12/2023	0,045513	12,15	0,4104	12,497	0,9601	13,2421	126,4364838
14/12/2023	0,043739	11,65	0,4543	12,5462	0,9583	13,2341	126,4917858
15/12/2023	0,043739	11,65	0,4982	12,5955	1,0025	13,2261	126,5471121
18/12/2023	0,043739	11,65	0,5422	12,6447	0,9548	13,2181	126,6024625
19/12/2023	0,043739	11,65	0,5862	12,694	0,9989	13,2101	126,6578372
20/12/2023	0,043739	11,65	0,6302	12,7433	0,9971	13,2022	126,713236
21/12/2023	0,043739	11,65	0,6742	12,7926	0,9953	13,1942	126,7686592
22/12/2023	0,043739	11,65	0,7182	12,8419	0,9936	13,1862	126,8241065
26/12/2023	0,043739	11,65	0,7623	12,8913	0,9458	13,1208	126,8795781
27/12/2023	0,043739	11,65	0,8063	12,9407	0,944	13,1128	126,935074
28/12/2023	0,043739	11,65	0,8504	12,9901	0,9422	13,1049	126,9905941
29/12/2023	0,043739	11,65	0,8945	13,0395	0,9404	13,0969	127,0461385
02/01/2024	0,043739	11,65	0,0437	0,0437	0,8927	13,0315	127,1017072
03/01/2024	0,043739	11,65	0,0875	0,0875	0,9369	13,0235	127,1573002
04/01/2024	0,043739	11,65	0,1313	0,1313	0,9351	13,0156	127,2129176
05/01/2024	0,043739	11,65	0,1751	0,1751	0,9333	13,0076	127,2685592
08/01/2024	0,043739	11,65	0,2189	0,2189	0,8397	12,9997	127,3242252
09/01/2024	0,043739	11,65	0,2627	0,2627	0,8838	12,9917	127,3799156
10/01/2024	0,043739	11,65	0,3066	0,3066	0,9279	12,9837	127,4356303
11/01/2024	0,043739	11,65	0,3505	0,3505	0,9261	12,9758	127,4913693
12/01/2024	0,043739	11,65	0,3943	0,3943	0,9243	12,9678	127,5471328
15/01/2024	0,043739	11,65	0,4383	0,4383	0,8343	12,9599	127,6029206
16/01/2024	0,043739	11,65	0,4822	0,4822	0,8784	12,9519	127,6587329
17/01/2024	0,043739	11,65	0,5261	0,5261	0,9226	12,9439	127,7145695
18/01/2024	0,043739	11,65	0,5701	0,5701	0,9226	12,936	127,7704306
19/01/2024	0,043739	11,65	0,6141	0,6141	0,9226	12,928	127,8263161
22/01/2024	0,043739	11,65	0,6581	0,6581	0,8343	12,9201	127,882226
23/01/2024	0,043739	11,65	0,7021	0,7021	0,8784	12,9121	127,9381605
24/01/2024	0,043739	11,65	0,7462	0,7462	0,9226	12,9042	127,9941193
25/01/2024	0,043739	11,65	0,7902	0,7902	0,9667	12,8962	128,0501027
26/01/2024	0,043739	11,65	0,8343	0,8343	0,9667	12,8883	128,1061105
29/01/2024	0,043739	11,65	0,8784	0,8784	0,8784	12,8803	128,1621428
30/01/2024	0,043739	11,65	0,9226	0,9226	0,9226	12,8724	128,2181997
31/01/2024	0,043739	11,65	0,9667	0,9667	0,9667	12,8644	128,274281
01/02/2024	0,041957	11,15	0,042	1,0091	1,0091	12,8544	128,3281011
02/02/2024	0,041957	11,15	0,0839	1,0514	1,0073	12,8445	128,3819437
05/02/2024	0,041957	11,15	0,1259	1,0938	0,9172	12,8345	128,4358089
06/02/2024	0,041957	11,15	0,1679	1,1363	0,9595	12,8246	128,4896967
07/02/2024	0,041957	11,15	0,21	1,1787	1,0019	12,8146	128,5436071
08/02/2024	0,041957	11,15	0,252	1,2211	1,0001	12,8046	128,5975402
09/02/2024	0,041957	11,15	0,2941	1,2636	0,9983	12,7947	128,6514959
14/02/2024	0,041957	11,15	0,3362	1,3061	0,9082	12,6703	128,7054742
15/02/2024	0,041957	11,15	0,3783	1,3486	0,9064	12,6603	128,7594751
16/02/2024	0,041957	11,15	0,4204	1,3911	0,9046	12,6504	128,8134987
19/02/2024	0,041957	11,15	0,4625	1,4337	0,8146	12,6404	128,867545
20/02/2024	0,041957	11,15	0,5047	1,4762	0,8569	12,6877	128,921614
21/02/2024	0,041957	11,15	0,5468	1,5188	0,8992	12,735	128,9757056
22/02/2024	0,041957	11,15	0,589	1,5614	0,8974	12,725	129,0298199
23/02/2024	0,041957	11,15	0,6312	1,604	0,8956	12,7151	129,083957
26/02/2024	0,041957	11,15	0,6734	1,6466	0,8056	12,7051	129,1381167
27/02/2024	0,041957	11,15	0,7157	1,6893	0,8479	12,6952	129,1922992
28/02/2024	0,041957	11,15	0,7579	1,732	0,8902	12,6852	129,2465044
29/02/2024	0,041957	11,15	0,8002	1,7746	0,8884	12,7325	129,3007324
01/03/2024	0,041957	11,15	0,042	1,8173	0,8002	12,7226	129,3549831
04/03/2024	0,041957	11,15	0,0839	1,8601	0,8002	12,6554	129,4092566
05/03/2024	0,041957	11,15	0,1259	1,9028	0,8002	12,7027	129,4635528
06/03/2024	0,041957	11,15	0,1679	1,9456	0,8002	12,6927	129,5178718
07/03/2024	0,041957	11,15	0,21	1,9883	0,8002	12,6828	129,5722136
08/03/2024	0,041957	11,15	0,252	2,0311	0,8002	12,6728	129,6265783
11/03/2024	0,041957	11,15	0,2941	2,0739	0,8002	12,6057	129,6809657
12/03/2024	0,041957	11,15	0,3362	2,1168	0,8425	12,6529	129,7353759
13/03/2024	0,041957	11,15	0,3783	2,1596	0,8848	12,643	129,789809
14/03/2024	0,041957	11,15	0,4204	2,2025	0,8848	12,633	129,8442649
15/03/2024	0,041957	11,15	0,4625	2,2453	0,8848	12,6231	129,8987437
18/03/2024	0,041957	11,15	0,5047	2,2882	0,8848	12,556	129,9532453
19/03/2024	0,041957	11,15	0,5468	2,3312	0,8848	12,6032	130,0077698
20/03/2024	0,041957	11,15	0,589	2,3741	0,8848	12,5933	130,0623171
21/03/2024	0,040168	10,65	0,6294	2,4152	0,883	12,5813	130,1145606
22/03/2024	0,040168	10,65	0,6698	2,4564	0,8812	12,5694	130,166825
25/03/2024	0,040168	10,65	0,7103	2,4975	0,8794	12,5003	130,2191104
26/03/2024	0,040168	10,65	0,7507	2,5387	0,8776	12,5455	130,2714168
27/03/2024	0,040168	10,65	0,7912	2,5799	0,8758	12,5335	130,3237442
28/03/2024	0,040168	10,65	0,8317	2,6211	0,874	12,5216	130,3760927
01/04/2024	0,040168	10,65	0,0402	2,6623	0,8299	12,3955	130,4284621
02/04/2024	0,040168	10,65	0,0804	2,7035	0,8704	12,4406	130,4808526
03/04/2024	0,040168	10,65	0,1206	2,7448	0,9109	12,4287	130,5332642
04/04/2024	0,040168	10,65	0,1608	2,7861	0,9091	12,4167	130,5856968
05/04/2024	0,040168	10,65	0,201	2,8273	0,9073	12,4048	130,6381504
08/04/2024	0,040168	10,65	0,2412	2,8686	0,8209	12,3929	130,6906252
09/04/2024	0,040168	10,65	0,2815	2,91	0,8614	12,438	130,743121
10/04/2024	0,040168	10,65	0,3218	2,9513	0,9019	12,4261	130,7956379
11/04/2024	0,040168	10,65	0,3621	2,9927	0,9001	12,4141	130,8481759
12/04/2024	0,040168	10,65	0,4024	3,034	0,8983	12,4022	130,900735
15/04/2024	0,040168	10,65	0,4427	3,0754	0,8118	12,3332	130,9533152
16/04/2024	0,040168	10,65	0,4831	3,1168	0,8523	12,3783	131,0059165
17/04/2024	0,040168	10,65	0,5234	3,1582	0,8928	12,3664	131,058539
18/04/2024	0,040168	10,65	0,5638	3,1997	0,891	12,3545	131,1111826
19/04/2024	0,040168	10,65	0,6042	3,2411	0,8892	12,3426	131,1638473
22/04/2024	0,040168	10,65	0,6446	3,2826	0,8064	12,3306	131,2165332
23/04/2024	0,040168	10,65	0,685	3,3241	0,8469	12,3758	131,2692403
24/04/2024	0,040168	10,65	0,7255	3,3656	0,8874	12,3638	131,3219685
25/04/2024	0,040168	10,65	0,7659	3,4071	0,9279	12,3519	131,3747179
26/04/2024	0,040168	10,65	0,8064	3,4486	0,8874	12,34	131,4274885
29/04/2024	0,040168	10,65	0,8469	3,4902	0,8469	12,271	131,4802803
30/04/2024	0,040168	10,65	0,8874	3,5318	0,8874	12,3161	131,5330933
02/05/2024	0,040168	10,65	0,0402	3,5733	0,8469	12,3042	131,5859275
03/05/2024	0,040168	10,65	0,0804	3,6149	0,8469	12,2923	131,6387829
06/05/2024	0,040168	10,65	0,1206	3,6566	0,8064	12,2234	131,6916596
07/05/2024	0,040168	10,65	0,1608	3,6982	0,8469	12,2684	131,7445575
08/05/2024	0,040168	10,65	0,201	3,7399	0,8469	12,2565	131,7974767
09/05/2024	0,03927	10,4	0,2403	3,7806	0,846	12,2436	131,8492335
10/05/2024	0,03927	10,4	0,2797	3,8213	0,8451	12,2307	131,9010107
13/05/2024	0,03927	10,4	0,3191	3,8621	0,8037	12,1608	131,9528082
14/05/2024	0,03927	10,4	0,3585	3,9029	0,8433	12,2048	132,0046261
15/05/2024	0,03927	10,4	0,3979	3,9437	0,8424	12,1919	132,0564643
16/05/2024	0,03927	10,4	0,4373	3,9845	0,8415	12,179	132,1083229
17/05/2024	0,03927	10,4	0,4768	4,0254	0,8406	12,1661	132,1602018
20/05/2024	0,03927	10,4	0,5162	4,0662	0,7992	12,0962	132,2121011
21/05/2024	0,03927	10,4	0,5557	4,1071	0,8388	12,1403	132,2640208
22/05/2024	0,03927	10,4	0,5952	4,148	0,8379	12,1274	132,3159609
23/05/2024	0,03927	10,4	0,6347	4,1889	0,837	12,1144	132,3679214
24/05/2024	0,03927	10,4	0,6742	4,2298	0,8361	12,1015	132,4199023
27/05/2024	0,03927	10,4	0,7137	4,2707	0,7947	12,0317	132,4719036
28/05/2024	0,03927	10,4	0,7533	4,3116	0,8342	12,0757	132,5239253
29/05/2024	0,03927	10,4	0,7929	4,3526	0,8333	12,0628	132,5759674
31/05/2024	0,03927	10,4	0,8324	4,3936	0,8324	11,993	132,62803
03/06/2024	0,03927	10,4	0,0393	4,4346	0,791	11,9233	132,6801131
04/06/2024	0,03927	10,4	0,0786	4,4756	0,8306	11,9673	132,7322165
05/06/2024	0,03927	10,4	0,1179	4,5166	0,8702	11,9544	132,7843405
06/06/2024	0,03927	10,4	0,1572	4,5577	0,8693	11,9415	132,8364849
07/06/2024	0,03927	10,4	0,1965	4,5987	0,8684	11,9286	132,8886498
10/06/2024	0,03927	10,4	0,2358	4,6398	0,7883	11,9157	132,9408351
11/06/2024	0,03927	10,4	0,2752	4,6809	0,8279	11,9597	132,993041
12/06/2024	0,03927	10,4	0,3146	4,722	0,8675	11,9468	133,0452674
13/06/2024	0,03927	10,4	0,354	4,7631	0,8675	11,9339	133,0975143
14/06/2024	0,03927	10,4	0,3934	4,8043	0,8675	11,921	133,1497816
17/06/2024	0,03927	10,4	0,4328	4,8454	0,7883	11,8513	133,2020696
18/06/2024	0,03927	10,4	0,4723	4,8866	0,8279	11,8952	133,254378
19/06/2024	0,03927	10,4	0,5117	4,9278	0,8675	11,8823	133,306707
20/06/2024	0,03927	10,4	0,5512	4,969	0,8675	11,8695	133,3590566
21/06/2024	0,03927	10,4	0,5907	5,0102	0,8675	11,8566	133,4114267
24/06/2024	0,03927	10,4	0,6302	5,0514	0,7883	11,7869	133,4638173
25/06/2024	0,03927	10,4	0,6697	5,0927	0,8279	11,8308	133,5162286
26/06/2024	0,03927	10,4	0,7092	5,134	0,8675	11,818	133,5686604
27/06/2024	0,03927	10,4	0,7488	5,1753	0,8675	11,8051	133,6211128
28/06/2024	0,03927	10,4	0,7883	5,2166	0,8675	11,7922	133,6735858
01/07/2024	0,03927	10,4	0,0393	5,2579	0,8279	11,7226	133,7260794
02/07/2024	0,03927	10,4	0,0786	5,2992	0,8675	11,7665	133,7785937
03/07/2024	0,03927	10,4	0,1179	5,3406	0,8675	11,7536	133,8311285
04/07/2024	0,03927	10,4	0,1572	5,3819	0,8675	11,7407	133,883684
05/07/2024	0,03927	10,4	0,1965	5,4233	0,8675	11,7279	133,9362601
08/07/2024	0,03927	10,4	0,2358	5,4647	0,8279	11,6583	133,9888569
09/07/2024	0,03927	10,4	0,2752	5,5061	0,8675	11,7022	134,0414743
10/07/2024	0,03927	10,4	0,3146	5,5476	0,8675	11,6893	134,0941124
11/07/2024	0,03927	10,4	0,354	5,589	0,8675	11,6764	134,1467712
12/07/2024	0,03927	10,4	0,3934	5,6305	0,8675	11,6636	134,1994506
15/07/2024	0,03927	10,4	0,4328	5,6719	0,8279	11,594	134,2521507
16/07/2024	0,03927	10,4	0,4723	5,7134	0,8675	11,6379	134,3048715
17/07/2024	0,03927	10,4	0,5117	5,755	0,8675	11,625	134,3576131
18/07/2024	0,03927	10,4	0,5512	5,7965	0,8675	11,6122	134,4103753
19/07/2024	0,03927	10,4	0,5907	5,838	0,8675	11,5993	134,4631583
22/07/2024	0,03927	10,4	0,6302	5,8796	0,8279	11,5298	134,5159619
23/07/2024	0,03927	10,4	0,6697	5,9212	0,8675	11,5736	134,5687864
24/07/2024	0,03927	10,4	0,7092	5,9628	0,8675	11,5608	134,6216315
25/07/2024	0,03927	10,4	0,7488	6,0044	0,8675	11,5479	134,6744974
26/07/2024	0,03927	10,4	0,7883	6,046	0,8675	11,5351	134,7273841
29/07/2024	0,03927	10,4	0,8279	6,0877	0,8279	11,4656	134,7802916
30/07/2024	0,03927	10,4	0,8675	6,1293	0,8675	11,5094	134,8332198
31/07/2024	0,03927	10,4	0,9071	6,171	0,9071	11,4966	134,8861688
01/08/2024	0,03927	10,4	0,0393	6,2127	0,9071	11,4837	134,9391386
02/08/2024	0,03927	10,4	0,0786	6,2544	0,9071	11,4709	134,9921292
05/08/2024	0,03927	10,4	0,1179	6,2961	0,8279	11,4054	135,0451406
06/08/2024	0,03927	10,4	0,1572	6,3379	0,8675	11,4491	135,0981728
07/08/2024	0,03927	10,4	0,1965	6,3796	0,9071	11,4383	135,1512259
08/08/2024	0,03927	10,4	0,2358	6,4214	0,9071	11,4274	135,2042997
09/08/2024	0,03927	10,4	0,2752	6,4632	0,9071	11,4165	135,2573945
12/08/2024	0,03927	10,4	0,3146	6,505	0,8279	11,351	135,3105101
13/08/2024	0,03927	10,4	0,354	6,5468	0,8675	11,3947	135,3636465
14/08/2024	0,03927	10,4	0,3934	6,5887	0,9071	11,3839	135,4168038
15/08/2024	0,03927	10,4	0,4328	6,6305	0,9071	11,373	135,469982
16/08/2024	0,03927	10,4	0,4723	6,6724	0,9071	11,3621	135,523181
19/08/2024	0,03927	10,4	0,5117	6,7143	0,8279	11,2967	135,576401
20/08/2024	0,03927	10,4	0,5512	6,7562	0,8675	11,3404	135,6296418
21/08/2024	0,03927	10,4	0,5907	6,7981	0,9071	11,3295	135,6829036
22/08/2024	0,03927	10,4	0,6302	6,84	0,9071	11,3186	135,7361863
23/08/2024	0,03927	10,4	0,6697	6,882	0,9071	11,3078	135,7894899
26/08/2024	0,03927	10,4	0,7092	6,924	0,8279	11,2423	135,8428144
27/08/2024	0,03927	10,4	0,7488	6,966	0,8675	11,286	135,8961599
28/08/2024	0,03927	10,4	0,7883	7,008	0,9071	11,2752	135,9495263
29/08/2024	0,03927	10,4	0,8279	7,05	0,9071	11,2643	136,0029137
30/08/2024	0,03927	10,4	0,8675	7,092	0,9071	11,2534	136,056322
02/09/2024	0,03927	10,4	0,0393	7,1341	0,8279	11,1881	136,1097514
03/09/2024	0,03927	10,4	0,0786	7,1761	0,8675	11,2317	136,1632016
